Age;Job;Marital;Education;Default;Balance;Housing;Loan;Contact;Day;Month;Duration;Campaign;Pdays;Previous;Poutcome;Y
32;Services;Married;Secondary;No;241;Yes;No;Unknown;26;May;266;1;-1;0;Unknown;No
59;Technician;Divorced;Secondary;No;879;Yes;No;Unknown;26;May;228;1;-1;0;Unknown;No
46;Technician;Married;Primary;No;-171;Yes;No;Unknown;26;May;135;1;-1;0;Unknown;No
34;Blue-collar;Married;Secondary;No;241;Yes;Yes;Unknown;26;May;85;1;-1;0;Unknown;No
35;Technician;Single;Secondary;No;103;Yes;No;Unknown;26;May;290;2;-1;0;Unknown;No
53;Management;Married;Secondary;No;1925;Yes;No;Unknown;26;May;153;1;-1;0;Unknown;No
48;Admin;Divorced;Secondary;No;-212;Yes;Yes;Unknown;26;May;76;1;-1;0;Unknown;No
35;Blue-collar;Divorced;Primary;No;-587;Yes;No;Unknown;26;May;111;1;-1;0;Unknown;No
39;Blue-collar;Married;Primary;No;259;Yes;No;Unknown;26;May;168;1;-1;0;Unknown;No
36;Technician;Divorced;Secondary;No;19;Yes;Yes;Unknown;26;May;109;1;-1;0;Unknown;No
32;Admin;Married;Secondary;No;86;Yes;No;Unknown;26;May;1099;1;-1;0;Unknown;No
30;Admin;Married;Secondary;No;214;Yes;Yes;Unknown;26;May;219;1;-1;0;Unknown;No
31;Management;Divorced;Tertiary;No;895;Yes;No;Unknown;26;May;202;1;-1;0;Unknown;No
48;Management;Single;Tertiary;No;145;Yes;No;Unknown;26;May;14;38;-1;0;Unknown;No
43;Technician;Married;Secondary;No;-1701;Yes;No;Unknown;26;May;285;1;-1;0;Unknown;No
42;Unemployed;Divorced;Secondary;No;193;Yes;No;Unknown;26;May;262;1;-1;0;Unknown;No
37;Admin;Married;Secondary;No;-255;Yes;No;Unknown;26;May;96;2;-1;0;Unknown;No
40;Services;Single;Secondary;No;19343;Yes;No;Unknown;26;May;168;4;-1;0;Unknown;No
46;Blue-collar;Married;Secondary;No;0;Yes;No;Unknown;26;May;208;2;-1;0;Unknown;No
43;Services;Married;Secondary;No;0;No;No;Unknown;26;May;483;1;-1;0;Unknown;No
53;Technician;Married;Secondary;No;137;No;Yes;Unknown;26;May;129;1;-1;0;Unknown;No
30;Admin;Married;Secondary;No;-170;Yes;Yes;Unknown;26;May;130;1;-1;0;Unknown;No
40;Services;Married;Secondary;No;-342;Yes;No;Unknown;26;May;754;1;-1;0;Unknown;No
38;Unemployed;Married;Secondary;No;-673;Yes;No;Unknown;26;May;364;1;-1;0;Unknown;No
40;Blue-collar;Married;Secondary;No;193;Yes;Yes;Unknown;26;May;258;1;-1;0;Unknown;No
40;Management;Married;Tertiary;No;655;Yes;No;Unknown;26;May;227;1;-1;0;Unknown;No
38;Services;Married;Secondary;No;25;Yes;Yes;Unknown;26;May;266;3;-1;0;Unknown;No
49;Admin;Married;Primary;No;305;Yes;Yes;Unknown;26;May;232;1;-1;0;Unknown;No
36;Admin;Divorced;Tertiary;No;125;Yes;No;Unknown;26;May;172;1;-1;0;Unknown;No
45;Technician;Single;Tertiary;No;591;Yes;No;Unknown;26;May;164;1;-1;0;Unknown;No
46;Blue-collar;Married;Primary;No;537;No;No;Unknown;26;May;222;5;-1;0;Unknown;No
42;Blue-collar;Single;Primary;No;-68;Yes;Yes;Unknown;26;May;167;1;-1;0;Unknown;No
35;Services;Married;Secondary;No;-197;Yes;No;Unknown;26;May;103;1;-1;0;Unknown;No
34;Services;Married;Secondary;No;-538;Yes;No;Unknown;26;May;682;1;-1;0;Unknown;Yes
47;Technician;Single;Unknown;No;-213;Yes;No;Unknown;26;May;168;1;-1;0;Unknown;No
29;Services;Married;Secondary;No;340;Yes;Yes;Unknown;26;May;297;1;-1;0;Unknown;No
34;Services;Married;Secondary;No;-694;Yes;No;Unknown;26;May;62;1;-1;0;Unknown;No
36;Technician;Divorced;Secondary;No;160;Yes;No;Unknown;26;May;142;1;-1;0;Unknown;No
57;Technician;Married;Secondary;No;3284;Yes;No;Unknown;26;May;63;1;-1;0;Unknown;No
47;Management;Single;Tertiary;No;191;Yes;No;Unknown;26;May;212;1;-1;0;Unknown;No
53;Technician;Divorced;Secondary;No;1252;Yes;No;Unknown;26;May;149;1;-1;0;Unknown;No
40;Blue-collar;Married;Primary;No;669;Yes;No;Unknown;26;May;161;3;-1;0;Unknown;No
34;Admin;Married;Secondary;No;2064;Yes;No;Unknown;26;May;165;2;-1;0;Unknown;No
33;Blue-collar;Divorced;Primary;No;-53;Yes;No;Unknown;26;May;369;1;-1;0;Unknown;No
30;Technician;Single;Secondary;No;-754;Yes;Yes;Unknown;26;May;974;1;-1;0;Unknown;No
31;Management;Married;Secondary;No;89;Yes;No;Unknown;26;May;167;1;-1;0;Unknown;No
54;Retired;Married;Secondary;No;153;Yes;Yes;Unknown;26;May;74;1;-1;0;Unknown;No
35;Admin;Married;Secondary;No;788;Yes;No;Unknown;26;May;223;1;-1;0;Unknown;No
35;Unemployed;Single;Secondary;No;947;Yes;No;Unknown;26;May;140;2;-1;0;Unknown;No
32;Blue-collar;Married;Secondary;No;358;No;No;Unknown;26;May;396;1;-1;0;Unknown;No
29;Technician;Single;Secondary;No;1395;Yes;No;Unknown;26;May;61;1;-1;0;Unknown;No
34;Blue-collar;Married;Secondary;No;-563;Yes;No;Unknown;26;May;252;1;-1;0;Unknown;No
39;Unemployed;Single;Tertiary;No;97;Yes;Yes;Unknown;26;May;379;1;-1;0;Unknown;No
41;Blue-collar;Married;Secondary;Yes;-651;Yes;Yes;Unknown;26;May;374;1;-1;0;Unknown;No
36;Retired;Single;Secondary;No;101;Yes;Yes;Unknown;26;May;314;1;-1;0;Unknown;No
29;Admin;Married;Secondary;No;494;Yes;No;Unknown;26;May;341;2;-1;0;Unknown;No
44;Retired;Married;Secondary;No;902;No;No;Unknown;26;May;206;1;-1;0;Unknown;No
43;Technician;Married;Tertiary;No;527;Yes;No;Unknown;26;May;166;12;-1;0;Unknown;No
38;Services;Single;Secondary;No;322;Yes;No;Unknown;26;May;61;1;-1;0;Unknown;No
39;Management;Married;Tertiary;No;-606;Yes;No;Unknown;26;May;142;1;-1;0;Unknown;No
31;Admin;Single;Secondary;No;747;Yes;No;Unknown;26;May;543;2;-1;0;Unknown;Yes
54;Blue-collar;Married;Secondary;No;682;Yes;Yes;Unknown;26;May;133;1;-1;0;Unknown;No
32;Technician;Divorced;Secondary;No;18;No;No;Unknown;26;May;52;1;-1;0;Unknown;No
58;Retired;Married;Secondary;No;0;Yes;No;Unknown;26;May;77;1;-1;0;Unknown;No
32;Blue-collar;Single;Primary;No;405;Yes;No;Unknown;26;May;200;1;-1;0;Unknown;No
31;Admin;Married;Secondary;No;298;Yes;Yes;Unknown;26;May;518;1;-1;0;Unknown;No
33;Services;Single;Tertiary;No;1595;Yes;No;Unknown;26;May;296;1;-1;0;Unknown;No
28;Management;Single;Tertiary;No;1107;Yes;No;Unknown;26;May;144;1;-1;0;Unknown;No
31;Management;Single;Tertiary;No;682;Yes;No;Unknown;26;May;473;5;-1;0;Unknown;No
34;Technician;Married;Secondary;No;-287;Yes;Yes;Unknown;26;May;199;1;-1;0;Unknown;No
31;Management;Married;Tertiary;No;2229;Yes;No;Unknown;26;May;90;4;-1;0;Unknown;No
28;Management;Single;Tertiary;No;7544;Yes;No;Unknown;26;May;470;1;-1;0;Unknown;No
37;Services;Married;Secondary;No;3429;Yes;Yes;Unknown;26;May;81;8;-1;0;Unknown;No
32;Blue-collar;Single;Secondary;No;-204;Yes;Yes;Unknown;26;May;202;2;-1;0;Unknown;No
50;Blue-collar;Married;Primary;No;14;Yes;Yes;Unknown;26;May;68;1;-1;0;Unknown;No
45;Blue-collar;Married;Secondary;No;61;Yes;No;Unknown;26;May;745;4;-1;0;Unknown;Yes
34;Admin;Married;Secondary;No;635;Yes;No;Unknown;26;May;247;1;-1;0;Unknown;No
56;Unemployed;Married;Primary;No;0;Yes;No;Unknown;26;May;250;1;-1;0;Unknown;No
26;Blue-collar;Married;Secondary;No;245;Yes;No;Unknown;26;May;16;11;-1;0;Unknown;No
37;Unemployed;Married;Secondary;No;-476;Yes;No;Unknown;26;May;149;2;-1;0;Unknown;No
33;Management;Single;Secondary;No;-424;Yes;No;Unknown;26;May;863;1;-1;0;Unknown;No
47;Technician;Married;Secondary;No;-545;Yes;Yes;Unknown;26;May;140;5;-1;0;Unknown;No
33;Management;Married;Tertiary;No;9725;Yes;No;Unknown;26;May;131;4;-1;0;Unknown;No
27;Technician;Single;Secondary;No;162;No;No;Unknown;26;May;265;9;-1;0;Unknown;No
34;Blue-collar;Single;Primary;No;-175;Yes;No;Unknown;26;May;40;1;-1;0;Unknown;No
44;Services;Married;Secondary;No;-75;Yes;No;Unknown;26;May;104;1;-1;0;Unknown;No
37;Technician;Divorced;Secondary;No;695;Yes;No;Unknown;26;May;80;2;-1;0;Unknown;No
45;Blue-collar;Married;Primary;No;18;Yes;No;Unknown;26;May;90;2;-1;0;Unknown;No
55;Blue-collar;Married;Secondary;No;-473;Yes;No;Unknown;26;May;233;1;-1;0;Unknown;No
31;Self-employed;Single;Secondary;No;360;Yes;No;Unknown;26;May;592;4;-1;0;Unknown;No
34;Blue-collar;Married;Primary;No;-367;Yes;No;Unknown;26;May;85;1;-1;0;Unknown;No
58;Technician;Divorced;Secondary;No;0;Yes;No;Unknown;26;May;273;2;-1;0;Unknown;No
39;Technician;Married;Secondary;No;-72;Yes;No;Unknown;26;May;207;2;-1;0;Unknown;No
31;Blue-collar;Married;Secondary;No;-110;Yes;No;Unknown;26;May;440;1;-1;0;Unknown;No
40;Technician;Married;Secondary;No;-396;Yes;No;Unknown;26;May;127;1;-1;0;Unknown;No
37;Blue-collar;Married;Secondary;No;125;No;No;Unknown;26;May;679;2;-1;0;Unknown;Yes
36;Management;Married;Tertiary;No;605;Yes;No;Unknown;26;May;204;1;-1;0;Unknown;No
28;Technician;Married;Secondary;No;880;Yes;No;Unknown;26;May;188;1;-1;0;Unknown;No
31;Services;Married;Secondary;No;-309;Yes;No;Unknown;26;May;269;1;-1;0;Unknown;No
33;Technician;Single;Secondary;No;1746;Yes;No;Unknown;26;May;152;2;-1;0;Unknown;No
33;Technician;Married;Secondary;No;95;Yes;No;Unknown;26;May;190;2;-1;0;Unknown;No
28;Blue-collar;Single;Secondary;No;48;No;No;Unknown;26;May;144;3;-1;0;Unknown;No
48;Services;Divorced;Secondary;No;569;Yes;Yes;Unknown;26;May;151;1;-1;0;Unknown;No
28;Technician;Married;Secondary;No;930;Yes;Yes;Unknown;26;May;112;1;-1;0;Unknown;No
33;Blue-collar;Married;Secondary;No;320;Yes;Yes;Unknown;26;May;167;3;-1;0;Unknown;No
29;Blue-collar;Married;Primary;No;258;Yes;No;Unknown;26;May;130;1;-1;0;Unknown;No
40;Unemployed;Married;Secondary;No;277;Yes;No;Unknown;26;May;228;2;-1;0;Unknown;No
28;Management;Married;Tertiary;No;102;Yes;No;Unknown;26;May;314;2;-1;0;Unknown;No
59;Retired;Divorced;Secondary;No;93;No;No;Unknown;26;May;193;2;-1;0;Unknown;No
51;Blue-collar;Married;Primary;No;21;No;No;Unknown;26;May;153;1;-1;0;Unknown;No
47;Services;Married;Secondary;No;2070;Yes;Yes;Unknown;26;May;136;1;-1;0;Unknown;No
25;Admin;Single;Secondary;No;96;No;No;Unknown;26;May;293;1;-1;0;Unknown;No
45;Management;Married;Tertiary;No;2316;Yes;No;Unknown;26;May;97;3;-1;0;Unknown;No
59;Retired;Married;Primary;No;174;Yes;Yes;Unknown;26;May;145;1;-1;0;Unknown;No
33;Services;Divorced;Secondary;No;-297;Yes;No;Unknown;26;May;162;2;-1;0;Unknown;No
34;Blue-collar;Married;Unknown;No;-465;No;No;Unknown;26;May;127;1;-1;0;Unknown;No
48;Blue-collar;Married;Secondary;No;0;Yes;No;Unknown;26;May;105;1;-1;0;Unknown;No
39;Blue-collar;Married;Primary;No;519;Yes;Yes;Unknown;26;May;117;1;-1;0;Unknown;No
47;Technician;Married;Tertiary;No;192;Yes;No;Unknown;26;May;596;1;-1;0;Unknown;No
43;Admin;Married;Primary;No;314;Yes;Yes;Unknown;26;May;134;1;-1;0;Unknown;No
31;Services;Divorced;Secondary;No;-274;Yes;No;Unknown;26;May;283;1;-1;0;Unknown;No
29;Services;Married;Secondary;No;283;No;Yes;Unknown;26;May;161;1;-1;0;Unknown;No
51;Housemaid;Married;Secondary;Yes;-1013;Yes;No;Unknown;26;May;664;1;-1;0;Unknown;No
32;Blue-collar;Married;Primary;No;-376;Yes;No;Unknown;26;May;188;1;-1;0;Unknown;No
35;Services;Married;Secondary;No;207;Yes;No;Unknown;26;May;312;1;-1;0;Unknown;No
34;Admin;Single;Secondary;No;66;Yes;No;Unknown;26;May;237;1;-1;0;Unknown;No
47;Technician;Divorced;Secondary;No;1573;Yes;No;Unknown;26;May;130;1;-1;0;Unknown;No
33;Blue-collar;Married;Secondary;No;5;Yes;No;Unknown;26;May;175;2;-1;0;Unknown;No
34;Blue-collar;Married;Secondary;No;7216;Yes;No;Unknown;26;May;143;2;-1;0;Unknown;No
26;Blue-collar;Married;Secondary;No;-330;Yes;Yes;Unknown;26;May;87;2;-1;0;Unknown;No
32;Management;Single;Tertiary;No;2619;Yes;No;Unknown;26;May;123;14;-1;0;Unknown;No
57;Retired;Married;Tertiary;No;138;No;No;Unknown;26;May;157;5;-1;0;Unknown;No
49;Technician;Divorced;Secondary;No;-236;Yes;No;Unknown;26;May;204;2;-1;0;Unknown;No
30;Technician;Married;Secondary;No;764;No;No;Unknown;26;May;150;2;-1;0;Unknown;No
33;Blue-collar;Married;Secondary;No;-45;Yes;No;Unknown;26;May;240;2;-1;0;Unknown;No
34;Blue-collar;Married;Secondary;No;1257;Yes;No;Unknown;26;May;109;7;-1;0;Unknown;No
40;Blue-collar;Married;Secondary;No;3311;Yes;Yes;Unknown;26;May;243;6;-1;0;Unknown;No
29;Technician;Single;Tertiary;No;1185;Yes;No;Unknown;26;May;536;1;-1;0;Unknown;No
28;Self-employed;Single;Tertiary;No;0;Yes;No;Unknown;26;May;1560;2;-1;0;Unknown;Yes
31;Blue-collar;Divorced;Secondary;No;-452;Yes;No;Unknown;26;May;182;5;-1;0;Unknown;No
27;Unemployed;Single;Tertiary;No;-446;Yes;No;Unknown;26;May;120;1;-1;0;Unknown;No
30;Management;Married;Tertiary;No;265;Yes;No;Unknown;26;May;45;4;-1;0;Unknown;No
27;Unemployed;Married;Secondary;No;293;Yes;No;Unknown;26;May;70;3;-1;0;Unknown;No
54;Management;Married;Tertiary;No;-305;Yes;No;Unknown;26;May;280;3;-1;0;Unknown;No
35;Blue-collar;Married;Primary;No;690;Yes;No;Unknown;26;May;880;3;-1;0;Unknown;No
33;Blue-collar;Married;Primary;No;2720;Yes;No;Unknown;26;May;147;3;-1;0;Unknown;No
36;Blue-collar;Divorced;Secondary;No;-140;Yes;No;Unknown;26;May;222;2;-1;0;Unknown;No
26;Technician;Single;Secondary;No;1256;No;No;Unknown;26;May;404;1;-1;0;Unknown;No
32;Admin;Single;Secondary;No;620;Yes;No;Unknown;26;May;1234;3;-1;0;Unknown;Yes
30;Services;Married;Secondary;No;-95;Yes;Yes;Unknown;26;May;306;3;-1;0;Unknown;No
39;Technician;Married;Secondary;No;1;Yes;No;Unknown;26;May;506;2;-1;0;Unknown;No
29;Technician;Single;Tertiary;No;354;Yes;No;Unknown;26;May;255;1;-1;0;Unknown;No
32;Blue-collar;Married;Primary;No;494;Yes;No;Unknown;26;May;252;2;-1;0;Unknown;No
39;Blue-collar;Single;Secondary;No;116;Yes;No;Unknown;26;May;182;3;-1;0;Unknown;No
44;Management;Divorced;Tertiary;No;476;Yes;Yes;Unknown;26;May;127;2;-1;0;Unknown;No
38;Technician;Divorced;Tertiary;No;791;Yes;No;Unknown;26;May;89;2;-1;0;Unknown;No
51;Services;Married;Secondary;No;53;Yes;No;Unknown;26;May;140;2;-1;0;Unknown;No
39;Management;Married;Tertiary;No;-1026;Yes;No;Unknown;26;May;200;2;-1;0;Unknown;No
37;Blue-collar;Divorced;Secondary;No;316;Yes;No;Unknown;26;May;642;2;-1;0;Unknown;Yes
41;Technician;Married;Secondary;No;457;Yes;Yes;Unknown;26;May;181;2;-1;0;Unknown;No
41;Management;Married;Tertiary;No;-556;Yes;Yes;Unknown;26;May;127;3;-1;0;Unknown;No
29;Blue-collar;Married;Secondary;No;2;Yes;Yes;Unknown;26;May;171;1;-1;0;Unknown;No
32;Technician;Single;Secondary;No;0;Yes;Yes;Unknown;26;May;916;2;-1;0;Unknown;No
29;Blue-collar;Married;Secondary;No;484;Yes;No;Unknown;26;May;629;2;-1;0;Unknown;No
34;Unemployed;Married;Secondary;No;200;Yes;No;Unknown;26;May;155;6;-1;0;Unknown;No
54;Management;Divorced;Secondary;No;-415;Yes;No;Unknown;26;May;290;2;-1;0;Unknown;No
33;Admin;Married;Tertiary;No;899;Yes;No;Unknown;26;May;159;3;-1;0;Unknown;No
26;Management;Single;Tertiary;No;205;No;No;Unknown;26;May;111;1;-1;0;Unknown;No
52;Blue-collar;Married;Primary;No;241;Yes;No;Unknown;26;May;729;2;-1;0;Unknown;No
35;Technician;Divorced;Secondary;No;473;Yes;Yes;Unknown;26;May;434;4;-1;0;Unknown;No
30;Unemployed;Married;Secondary;No;529;Yes;Yes;Unknown;26;May;107;3;-1;0;Unknown;No
30;Blue-collar;Married;Secondary;No;187;Yes;No;Unknown;26;May;272;6;-1;0;Unknown;No
59;Retired;Divorced;Primary;No;217;Yes;No;Unknown;26;May;574;3;-1;0;Unknown;No
24;Blue-collar;Married;Secondary;No;984;Yes;No;Unknown;26;May;89;3;-1;0;Unknown;No
34;Technician;Divorced;Secondary;No;27;Yes;No;Unknown;26;May;133;3;-1;0;Unknown;No
52;Entrepreneur;Divorced;Secondary;No;-99;No;Yes;Unknown;26;May;91;3;-1;0;Unknown;No
32;Blue-collar;Divorced;Secondary;No;3;Yes;No;Unknown;26;May;114;3;-1;0;Unknown;No
44;Blue-collar;Married;Unknown;No;189;Yes;No;Unknown;26;May;175;3;-1;0;Unknown;No
29;Management;Single;Tertiary;No;54;Yes;Yes;Unknown;26;May;257;3;-1;0;Unknown;No
48;Technician;Married;Secondary;No;302;Yes;No;Unknown;26;May;208;3;-1;0;Unknown;No
34;Management;Married;Tertiary;No;2287;Yes;No;Unknown;26;May;895;4;-1;0;Unknown;Yes
37;Blue-collar;Married;Primary;No;-88;Yes;No;Unknown;26;May;225;1;-1;0;Unknown;No
35;Management;Married;Secondary;No;291;Yes;No;Unknown;26;May;327;1;-1;0;Unknown;No
45;Blue-collar;Divorced;Secondary;No;77;Yes;No;Unknown;26;May;99;3;-1;0;Unknown;No
31;Services;Married;Secondary;No;-68;Yes;No;Unknown;26;May;293;4;-1;0;Unknown;No
38;Entrepreneur;Divorced;Tertiary;No;504;Yes;No;Unknown;26;May;68;3;-1;0;Unknown;No
31;Admin;Divorced;Secondary;No;-579;Yes;No;Unknown;26;May;150;1;-1;0;Unknown;No
26;Blue-collar;Single;Secondary;No;381;Yes;No;Unknown;26;May;504;2;-1;0;Unknown;No
37;Admin;Married;Secondary;No;-498;Yes;Yes;Unknown;26;May;175;1;-1;0;Unknown;No
39;Technician;Married;Secondary;No;501;No;No;Unknown;26;May;289;1;-1;0;Unknown;No
34;Services;Married;Secondary;No;-196;Yes;Yes;Unknown;26;May;16;1;-1;0;Unknown;No
29;Management;Married;Secondary;No;5284;Yes;No;Unknown;26;May;321;1;-1;0;Unknown;No
53;Blue-collar;Single;Secondary;No;105;Yes;No;Unknown;26;May;239;3;-1;0;Unknown;No
49;Admin;Divorced;Secondary;No;283;Yes;No;Unknown;26;May;614;2;-1;0;Unknown;No
34;Blue-collar;Divorced;Secondary;No;-566;Yes;No;Unknown;26;May;248;2;-1;0;Unknown;No
31;Technician;Married;Secondary;No;-576;Yes;No;Unknown;26;May;93;2;-1;0;Unknown;No
28;Blue-collar;Married;Secondary;No;0;Yes;No;Unknown;26;May;245;3;-1;0;Unknown;No
33;Admin;Married;Secondary;No;-167;Yes;No;Unknown;26;May;121;1;-1;0;Unknown;No
33;Services;Married;Secondary;No;0;Yes;No;Unknown;26;May;192;6;-1;0;Unknown;No
24;Technician;Single;Secondary;No;-256;Yes;No;Unknown;26;May;110;2;-1;0;Unknown;No
34;Management;Single;Tertiary;No;1640;Yes;No;Unknown;26;May;160;3;-1;0;Unknown;No
48;Management;Divorced;Tertiary;No;1492;Yes;No;Unknown;26;May;249;2;-1;0;Unknown;No
42;Blue-collar;Married;Unknown;No;0;No;No;Unknown;26;May;270;2;-1;0;Unknown;No
34;Unemployed;Single;Secondary;No;1928;Yes;No;Unknown;26;May;140;2;-1;0;Unknown;No
35;Technician;Married;Secondary;No;23;Yes;No;Unknown;26;May;147;1;-1;0;Unknown;No
43;Blue-collar;Married;Primary;No;-476;Yes;No;Unknown;26;May;16;1;-1;0;Unknown;No
35;Services;Married;Secondary;No;437;Yes;No;Unknown;26;May;240;1;-1;0;Unknown;No
59;Technician;Married;Secondary;No;-247;Yes;No;Unknown;26;May;131;1;-1;0;Unknown;No
42;Blue-collar;Married;Secondary;No;-921;Yes;No;Unknown;26;May;115;2;-1;0;Unknown;No
35;Technician;Single;Secondary;No;-158;No;No;Unknown;26;May;349;2;-1;0;Unknown;No
54;Technician;Married;Tertiary;No;-800;Yes;No;Unknown;26;May;445;2;-1;0;Unknown;No
50;Services;Married;Secondary;No;517;Yes;No;Unknown;26;May;420;2;-1;0;Unknown;No
44;Technician;Married;Secondary;No;-199;No;No;Unknown;26;May;144;3;-1;0;Unknown;No
23;Management;Married;Tertiary;No;175;Yes;No;Unknown;26;May;796;1;-1;0;Unknown;No
39;Entrepreneur;Married;Secondary;No;283;Yes;No;Unknown;26;May;126;2;-1;0;Unknown;No
56;Retired;Married;Secondary;No;74;Yes;No;Unknown;26;May;152;2;-1;0;Unknown;No
27;Technician;Single;Secondary;No;1693;Yes;No;Unknown;26;May;101;2;-1;0;Unknown;No
31;Management;Single;Tertiary;No;-307;Yes;Yes;Unknown;26;May;91;2;-1;0;Unknown;No
29;Student;Single;Tertiary;No;0;No;No;Unknown;26;May;52;3;-1;0;Unknown;No
43;Blue-collar;Married;Secondary;No;607;Yes;No;Unknown;26;May;172;2;-1;0;Unknown;No
28;Management;Married;Tertiary;No;328;No;No;Unknown;26;May;471;1;-1;0;Unknown;No
46;Blue-collar;Married;Secondary;No;494;Yes;No;Unknown;26;May;724;1;-1;0;Unknown;No
36;Services;Married;Secondary;No;1746;Yes;No;Unknown;26;May;99;1;-1;0;Unknown;No
28;Technician;Single;Tertiary;No;1050;Yes;No;Unknown;26;May;293;1;-1;0;Unknown;No
38;Admin;Divorced;Secondary;No;198;Yes;No;Unknown;26;May;431;2;-1;0;Unknown;Yes
31;Technician;Married;Tertiary;No;-502;Yes;Yes;Unknown;26;May;523;2;-1;0;Unknown;No
40;Services;Married;Secondary;No;-626;Yes;No;Unknown;26;May;147;2;-1;0;Unknown;No
40;Blue-collar;Married;Primary;No;104;Yes;No;Unknown;26;May;470;2;-1;0;Unknown;No
32;Technician;Married;Secondary;No;-91;Yes;No;Unknown;26;May;95;2;-1;0;Unknown;No
39;Management;Married;Tertiary;No;21111;Yes;No;Unknown;26;May;695;4;-1;0;Unknown;No
28;Admin;Single;Secondary;No;460;Yes;No;Unknown;26;May;741;6;-1;0;Unknown;Yes
41;Unknown;Married;Primary;No;526;No;No;Unknown;26;May;151;3;-1;0;Unknown;No
54;Blue-collar;Married;Secondary;No;-69;Yes;No;Unknown;26;May;135;2;-1;0;Unknown;No
31;Technician;Married;Secondary;No;1032;Yes;No;Unknown;26;May;70;6;-1;0;Unknown;No
41;Admin;Divorced;Secondary;No;-140;Yes;No;Unknown;26;May;472;3;-1;0;Unknown;No
38;Technician;Married;Secondary;No;6;Yes;No;Unknown;26;May;113;4;-1;0;Unknown;No
30;Unemployed;Single;Tertiary;No;306;No;No;Unknown;26;May;372;14;-1;0;Unknown;No
57;Services;Divorced;Secondary;No;1024;Yes;No;Unknown;26;May;360;6;-1;0;Unknown;No
30;Technician;Single;Tertiary;No;975;Yes;No;Unknown;26;May;603;1;-1;0;Unknown;No
40;Admin;Married;Secondary;No;1327;Yes;Yes;Unknown;26;May;76;2;-1;0;Unknown;No
46;Technician;Married;Unknown;No;626;Yes;No;Unknown;26;May;399;2;-1;0;Unknown;No
43;Blue-collar;Married;Primary;No;-93;Yes;No;Unknown;26;May;402;2;-1;0;Unknown;No
35;Blue-collar;Married;Primary;No;442;Yes;No;Unknown;26;May;129;3;-1;0;Unknown;No
38;Unemployed;Married;Tertiary;No;1449;No;No;Unknown;26;May;535;6;-1;0;Unknown;No
44;Blue-collar;Married;Primary;No;-544;Yes;Yes;Unknown;26;May;181;3;-1;0;Unknown;No
43;Management;Married;Tertiary;No;-69;Yes;No;Unknown;26;May;48;2;-1;0;Unknown;No
37;Services;Married;Secondary;No;1785;Yes;No;Unknown;26;May;912;4;-1;0;Unknown;No
35;Technician;Divorced;Secondary;No;-94;Yes;No;Unknown;26;May;114;2;-1;0;Unknown;No
33;Blue-collar;Married;Secondary;No;941;Yes;No;Unknown;26;May;218;2;-1;0;Unknown;No
43;Admin;Married;Secondary;Yes;-204;Yes;No;Unknown;26;May;163;2;-1;0;Unknown;No
33;Technician;Married;Tertiary;No;480;Yes;No;Unknown;26;May;169;4;-1;0;Unknown;No
31;Management;Divorced;Tertiary;No;1145;Yes;No;Unknown;26;May;1272;4;-1;0;Unknown;Yes
32;Technician;Married;Secondary;No;782;Yes;No;Unknown;26;May;116;4;-1;0;Unknown;No
28;Blue-collar;Married;Secondary;No;339;Yes;No;Unknown;26;May;100;2;-1;0;Unknown;No
36;Technician;Married;Secondary;No;4587;No;No;Unknown;26;May;271;4;-1;0;Unknown;No
33;Blue-collar;Married;Primary;No;1050;Yes;No;Unknown;26;May;304;4;-1;0;Unknown;No
37;Blue-collar;Married;Secondary;Yes;1147;Yes;Yes;Unknown;26;May;114;2;-1;0;Unknown;No
39;Blue-collar;Married;Primary;No;879;Yes;No;Unknown;26;May;102;2;-1;0;Unknown;No
45;Blue-collar;Married;Secondary;No;0;Yes;No;Unknown;26;May;112;2;-1;0;Unknown;No
44;Admin;Married;Secondary;No;0;No;No;Unknown;26;May;85;3;-1;0;Unknown;No
53;Blue-collar;Married;Secondary;No;974;Yes;No;Unknown;26;May;197;2;-1;0;Unknown;No
47;Blue-collar;Married;Secondary;Yes;-614;Yes;No;Unknown;26;May;118;2;-1;0;Unknown;No
59;Management;Married;Primary;No;252;Yes;Yes;Unknown;26;May;103;2;-1;0;Unknown;No
27;Admin;Married;Secondary;No;953;Yes;No;Unknown;26;May;340;2;-1;0;Unknown;No
45;Management;Married;Secondary;No;5888;Yes;No;Unknown;26;May;45;5;-1;0;Unknown;No
30;Services;Married;Secondary;No;129;Yes;No;Unknown;26;May;1446;7;-1;0;Unknown;Yes
40;Blue-collar;Married;Secondary;No;5880;Yes;No;Unknown;26;May;125;6;-1;0;Unknown;No
33;Management;Married;Tertiary;No;403;Yes;No;Unknown;26;May;114;2;-1;0;Unknown;No
30;Admin;Married;Secondary;No;1265;Yes;Yes;Unknown;26;May;414;2;-1;0;Unknown;Yes
26;Admin;Married;Tertiary;No;685;Yes;No;Unknown;26;May;346;2;-1;0;Unknown;No
45;Management;Divorced;Tertiary;No;-901;Yes;No;Unknown;26;May;86;3;-1;0;Unknown;No
33;Management;Single;Secondary;No;99;Yes;No;Unknown;26;May;160;11;-1;0;Unknown;No
28;Technician;Single;Secondary;No;541;Yes;No;Unknown;26;May;157;3;-1;0;Unknown;No
